MAL_ID,MAL_SCORE,MAL_TITLE,GENRES,STUDIOS,DIRECTORS,OG_CREATOR,SOURCE,ANIM_DIRECTOR,COMPOSER,AGE_RATING
32032,6.78,b'Seikaisuru Kado',[b'Sci-Fi'],[b'Toei Animation'],"b'Nishikiori, Hiroshi'","b'Mizushina, Takayuki'",b'Original',"b'Takada, Akira'",None,b'PG-13 - Teens 13 or older'
36432,6.78,b'Toaru Majutsu no Index III',"[b'Action', b'Sci-Fi']",[b'J.C.Staff'],"b'Takamura, Kazuhiro'","b'Yamaguchi, Hiroshi'",b'Light novel',"b'Tamura, Satomi'",None,b'PG-13 - Teens 13 or older'
965,6.78,b'Yoshinaga-sanchi no Gargoyle',"[b'Comedy', b'Fantasy', b'Slice of Life']",[b'Studio Hibari'],"b'Arakawa, Wataru'","b'Nozaki, Mado'",b'Light novel',None,"b'Terada, Shiho'",b'PG - Children'
31404,6.77,b'Netoge no Yome wa Onnanoko ja Nai to Omotta?',"[b'Comedy', b'Romance', b'Ecchi']",[b'Project No.9'],None,None,b'Light novel',None,"b'Nishida, Masara'",b'PG-13 - Teens 13 or older'
39609,6.76,b'Ochikobore Fruit Tart',[b'Slice of Life'],[b'feel.'],None,None,b'4-koma manga',None,None,b'PG-13 - Teens 13 or older'
6902,6.77,b'Saikyou Bushouden: Sangoku Engi',[],"[b'Future Planet', b'Beijing Huihuang Animation Company']","b'Ikeda, Youko'","b'Shimotsuki, Kairi'",b'Novel',None,"b'Hattori, Katsuhisa'",b'PG-13 - Teens 13 or older'
30806,6.77,b'Schwarzesmarken',"[b'Action', b'Drama', b'Sci-Fi']","[b'ixtl', b'LIDENFILMS']","b'Yamaguchi, Yuuji'",None,b'Light novel',None,"b'Yamada, Yutaka'",b'R - 17+ (violence & profanity)'
1675,6.77,b'Chou Robot Seimeitai Transformers Micron Densetsu',"[b'Action', b'Sci-Fi']",[b'Actas'],"b'Higa, Romanov'",None,b'Unknown',None,None,b'PG-13 - Teens 13 or older'
38390,6.77,b'Chuubyou Gekihatsu Boy',[b'Comedy'],[b'Studio Deen'],"b'Katayama, Kazuyoshi'","b'Arai, Kiyoko'",b'Novel',"b'Yanagisawa, Tetsuya'",None,b'PG-13 - Teens 13 or older'
2166,6.77,b'Doujin Work',"[b'Comedy', b'Slice of Life']",[b'Remic'],"b'Suzuki, Kiyotaka'",None,b'4-koma manga',None,"b'Nagaoka, Seikou'",b'PG-13 - Teens 13 or older'
18001,6.77,b'Freezing Vibration',"[b'Action', b'Drama', b'Romance', b'Sci-Fi', b'Ecchi']",[b'A.C.G.T.'],None,None,b'Manga',None,None,b'R+ - Mild Nudity'
266,6.77,b'Gunparade March: Arata Naru Kougunka',"[b'Drama', b'Romance', b'Sci-Fi', b'Slice of Life']",[b'J.C.Staff'],None,"b'Shiozaki, Yuji'",b'Game',None,None,b'PG-13 - Teens 13 or older'
1082,6.77,b'Hikari to Mizu no Daphne',"[b'Comedy', b'Drama', b'Mystery', b'Sci-Fi', b'Ecchi']",[b'J.C.Staff'],"b'Sayama, Kiyoko'",None,b'Original',None,"b'Arisawa, Takanori'",b'PG-13 - Teens 13 or older'
33948,6.77,b'Hinako Note',"[b'Comedy', b'Slice of Life']",[b'Passione'],None,b'Kuroha',b'4-koma manga',None,"b'Oshima, Michiru'",b'PG-13 - Teens 13 or older'
2403,6.77,b'Kodomo no Jikan (TV)',"[b'Comedy', b'Drama', b'Ecchi']",[b'Diomed\xc3\xa9a'],None,"b'Tsukiji, Toshihiko'",b'Manga',"b'Ban, Yukiko'",b'Ron',b'R - 17+ (violence & profanity)'
554,6.77,b'Koutetsu Tenshi Kurumi',"[b'Adventure', b'Comedy', b'Drama', b'Romance']","[b'OLM', b'Production Reed']","b'Misawa, Shin'","b'Shiratori, Shirow'",b'Original',None,"b'Takanashi, Yasuharu'",b'R+ - Mild Nudity'
630,6.77,b'Mahoutsukai Tai! (TV)',"[b'Comedy', b'Romance', b'Sci-Fi']","[b'Madhouse', b'Production Reed']","b'Nonaka, Takuya'","b'Wada, Shinji'",b'Unknown',None,"b'Katou, Tatsuya'",b'PG-13 - Teens 13 or older'
33487,6.77,b'Masamune-kun no Revenge',"[b'Comedy', b'Romance']",[b'SILVER LINK.'],"b'Ono, Katsumi'",None,b'Manga',None,"b'Sakabe, Gou'",b'PG-13 - Teens 13 or older'
4807,6.77,b'Mashin Eiyuuden Wataru 2',"[b'Adventure', b'Comedy']",[b'Sunrise'],"b'Ohata, Koichi'","b'Kamachi, Kazuma'",b'Unknown',None,None,b'G - All Ages'
5962,6.77,b'Metal Fight Beyblade',"[b'Adventure', b'Comedy', b'Sports']","[b'Tatsunoko Production', b'SynergySP', b'Seven']","b'Ikehata, Hiroshi'","b'Taguchi, Sennendou'",b'Manga',"b'Ochiai, Hitomi'","b'Kikuya, Tomoki'",b'PG - Children'
3631,6.76,b'Aoi Blink',"[b'Adventure', b'Fantasy']",[],"b'Satou, Hikaru'","b'Kineko, Shibai'",b'Unknown',"b'Shiba, Minako'","b'Matsuda, Akito'",b'G - All Ages'
1550,6.76,b'Attack No.1',"[b'Drama', b'Sports']",[b'Tokyo Movie Shinsha'],"b'Kimura, Shinichiro'","b'Hamayumiba, Sou'",b'Manga',"b'Takeuchi, Yukari'","b'Mendelssohn, Felix'",b'PG-13 - Teens 13 or older'
694,6.76,b'Canvas 2: Niji-iro no Sketch',"[b'Comedy', b'Drama', b'Romance', b'Slice of Life']",[b'Zexcs'],"b'Oonuma, Shin'",None,b'Visual novel',b'Rinshin',"b'Oumi, Gorou'",b'PG-13 - Teens 13 or older'
11457,6.76,b'Chibi\xe2\x98\x86Devi!',"[b'Fantasy', b'Supernatural']",[b'SynergySP'],"b'Hashimoto, Naoto'",b'Age',b'Manga',None,"b'Iwashiro, Taro'",b'PG - Children'
11703,6.76,b'Code:Breaker',"[b'Action', b'Comedy', b'Supernatural']",[b'Kinema Citrus'],"b'Kuroda, Yoshio'","b'Uchida, Hiroki'",b'Manga',"b'Sasaki, Takahiro'","b'Iuchi, Maiko'",b'R - 17+ (violence & profanity)'
21407,6.76,b'Happiness Charge Precure!',"[b'Action', b'Fantasy']",[b'Toei Animation'],"b'Murata, Kazuya'","b'Yoshimune, Kouki'",b'Original',None,"b'Otani, Kow'",b'G - All Ages'
1721,6.76,b'Hitohira',"[b'Drama', b'Romance', b'Slice of Life']",[b'XEBEC M2'],"b'Watanabe, Masaki'",None,b'Manga',"b'Furukawa, Hideki'","b'Iuchi, Maiko'",b'PG-13 - Teens 13 or older'
3807,6.76,b'Honoo no Alpenrose: Judy & Randy',"[b'Drama', b'Romance']",[b'Tatsunoko Production'],"b'Nishikiori, Hiroshi'",None,b'Manga',"b'Onoda, Masahito'",b'MONACA',b'PG-13 - Teens 13 or older'
4196,6.76,b'Ikkitousen: Great Guardians',"[b'Action', b'Ecchi']",[b'Arms'],"b'Suzuki, Iku'",b'Hiroyuki',b'Manga',None,None,b'R+ - Mild Nudity'
7580,6.76,b'Ikkitousen: Xtreme Xecutor',"[b'Action', b'Ecchi']","[b'Arms', b'TNK']","b'Yanagi, Shinsuke'","b'Im, Dal Young'",b'Manga',None,"b'Call, Evan'",b'R+ - Mild Nudity'
4935,6.76,b'Ikkyuu-san',[b'Comedy'],[b'Toei Animation'],"b'Kawaguchi, Keiichirou'",None,b'Unknown',None,b'Elements Garden',b'G - All Ages'
5834,6.76,b'Kyojin no Hoshi',"[b'Drama', b'Sports']",[b'TMS Entertainment'],None,None,b'Manga',"b'Watanabe, Mayumi'","b'Matsuo, Hayato'",b'G - All Ages'
518,6.76,b'Mahou no Princess Minky Momo',[],[b'Production Reed'],"b'Watanabe, Tetsuya'",None,b'Original',"b'Mogi, Takuji'",b'Technoboys Pulcraft Green-Fund',b'G - All Ages'
89,6.76,b'Mobile Suit Victory Gundam',"[b'Drama', b'Sci-Fi']",[b'Sunrise'],"b'Ueda, Hidehito'",b'Mitsuki',b'Original',None,None,b'PG-13 - Teens 13 or older'
38924,6.76,b'Nekopara',"[b'Comedy', b'Slice of Life']",[b'Felix Film'],"b'Ichikawa, Kazuya'","b'Watashiya, Kaworu'",b'Visual novel',None,"b'Yokoyama, Masaru'",b'PG-13 - Teens 13 or older'
1243,6.76,b'Night Head Genesis',"[b'Drama', b'Mystery', b'Sci-Fi', b'Supernatural']",[b'Bee Media'],"b'Yatagai, Kenichi'",b'Kaishaku',b'Manga',None,None,b'R - 17+ (violence & profanity)'
25859,6.76,b'Re-Kan!',"[b'Comedy', b'Supernatural']",[b'Pierrot Plus'],None,None,b'4-koma manga',None,None,b'PG-13 - Teens 13 or older'
22877,6.76,b'Seireitsukai no Blade Dance',"[b'Action', b'Comedy', b'Fantasy', b'Romance', b'Supernatural', b'Ecchi']",[b'TNK'],None,None,b'Light novel',"b'Matsuura, Arisa'","b'Otani, Kow'",b'PG-13 - Teens 13 or older'
33433,6.76,b'Shuumatsu no Izetta',[b'Action'],[b'Ajia-Do'],None,"b'Takeoka, Hazuki'",b'Original',None,"b'Hashimoto, Yukari'",b'R - 17+ (violence & profanity)'
23209,6.76,b'Sora no Method',"[b'Drama', b'Fantasy', b'Slice of Life']",[b'Studio 3Hz'],"b'Ikehata, Takashi'",None,b'Original',None,"b'Nishida, Masara'",b'PG-13 - Teens 13 or older'
2578,6.76,b'TaoTao Ehonkan Sekai Doubutsu Banashi',"[b'Adventure', b'Comedy', b'Fantasy']",[],"b'Kitahata, Tooru'",None,b'Original',None,"b'Sahashi, Toshihiko'",b'PG - Children'
20473,6.76,b'Teekyuu 3',"[b'Comedy', b'Sports']",[b'MAPPA'],"b'Takahashi, Takeo'",None,b'Manga',None,None,b'PG-13 - Teens 13 or older'
13201,6.75,b'Monster Farm: Legend e no Michi',"[b'Action', b'Adventure', b'Comedy', b'Fantasy']",[b'TMS Entertainment'],"b'Suganuma, Eiji'",None,b'Game',None,None,b'PG - Children'
942,6.75,b'Nishi no Yoki Majo: Astraea Testament',"[b'Comedy', b'Drama', b'Fantasy', b'Mystery', b'Romance']",[b'Hal Film Maker'],"b'Takahashi, Naohito'","b'Urano, Chikako'",b'Light novel',"b'Hayasaka, Satsuki'","b'Katou, Tatsuya'",b'PG-13 - Teens 13 or older'
25099,6.75,"b'Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets\xe2\x99\xa5Sareta Ken'","[b'Comedy', b'Romance', b'Ecchi']",[b'SILVER LINK.'],None,None,b'Light novel',"b'Nakatake, Manabu'",None,b'PG-13 - Teens 13 or older'
623,6.75,b'Shichinin no Nana',"[b'Adventure', b'Comedy', b'Romance']",[b'A.C.G.T.'],None,"b'Shinozuka, Hiromu'",b'Manga',"b'Ueta, Kazuyuki'",None,b'PG-13 - Teens 13 or older'
23233,6.75,b'Shinmai Maou no Testament',"[b'Action', b'Fantasy', b'Romance', b'Ecchi']",[b'Production IMS'],"b'Minato, Mirai'","b'Kamijyo, Akimine'",b'Light novel',"b'Ishikawa, Masakazu'",None,b'R+ - Mild Nudity'
3098,6.75,b'Shutsugeki! Machine Robo Rescue',"[b'Action', b'Sci-Fi']",[b'Sunrise'],None,"b'Toudou, Izumi'",b'Unknown',None,"b'Serizawa, Hiroaki'",b'PG - Children'
19841,6.75,b'Super Seisyun Brothers',"[b'Comedy', b'Slice of Life']",[b'AIC PLUS+'],None,"b'Kirihara, Idumi'",b'Web manga',None,"b'Watanabe, Takeo'",b'PG-13 - Teens 13 or older'
5734,6.75,b'Tayutama: Kiss on My Deity',"[b'Romance', b'Supernatural']",[b'SILVER LINK.'],"b'Sugishima, Kunihisa'","b'Akaishi, Michiyo'",b'Visual novel',None,None,b'PG-13 - Teens 13 or older'
62,6.75,b'D.C.: Da Capo',"[b'Drama', b'Romance']","[b'feel.', b'Zexcs']",None,None,b'Visual novel',None,"b'Nakagawa, Koutarou'",b'PG-13 - Teens 13 or older'
293,6.75,b'Di Gi Charat',"[b'Comedy', b'Fantasy', b'Sci-Fi']",[b'Madhouse'],None,"b'Shiozaki, Yuji'",b'Original',None,"b'Hattori, Takayuki'",b'G - All Ages'
3811,6.75,b'Hoshi no Oujisama Petit Prince',[b'Adventure'],[b'Knack Productions'],"b'Kawasaki, Itsurou'",None,b'Novel',None,"b'Takaki, Hiroshi'",b'G - All Ages'
4262,6.75,b'Koihime\xe2\x80\xa0Musou',"[b'Action', b'Adventure', b'Fantasy', b'Ecchi']",[b'Doga Kobo'],None,"b'Kajiwara, Ikki'",b'Visual novel',None,None,b'R+ - Mild Nudity'
5891,6.75,b'Kousoku Denjin Albegus',[],[b'Toei Animation'],"b'Irie, Yasuhiro'","b'Kawasaki, Noboru'",b'Unknown',None,"b'Hisaishi, Joe'",b'PG - Children'
37458,6.75,b'Kyoto Teramachi Sanjou no Holmes',"[b'Drama', b'Mystery', b'Romance', b'Slice of Life']",[b'Seven'],"b'Nagamine, Tatsuya'",None,b'Novel',None,b'REMI',b'PG-13 - Teens 13 or older'
4532,6.73,b'Taiyou no Yuusha Fighbird',"[b'Action', b'Sci-Fi']",[b'Sunrise'],"b'Yatabe, Katsuyoshi'","b'Yatate, Hajime'",b'Unknown',"b'Oobari, Masami'","b'Watanabe, Toshiyuki'",b'G - All Ages'
1127,6.73,b'UFO Princess Valkyrie',"[b'Comedy', b'Sci-Fi', b'Ecchi']",[b'TNK'],"b'Ueda, Shigeru'",b'Kaishaku',b'Manga',None,"b'Kawai, Kenji'",b'R+ - Mild Nudity'
5505,6.73,"b""Viper's Creed""","[b'Action', b'Sci-Fi']","[b'AIC Spirits', b'Digital Frontier']","b'Aramaki, Shinji'",None,b'Original',None,"b'Takahashi, Tetsuya'",b'PG-13 - Teens 13 or older'
2221,6.73,b'Aishite Knight',"[b'Comedy', b'Romance']",[b'Toei Animation'],"b'Kasai, Osamu'","b'Tada, Kaoru'",b'Manga',None,"b'Aoki, Nozomi'",b'PG - Children'
2546,6.73,b'Alps Monogatari: Watashi no Annette',"[b'Drama', b'Slice of Life']",[b'Nippon Animation'],"b'Koshi, Shigeo'",None,b'Book',None,None,b'G - All Ages'
4657,6.73,b'Arad Senki: Slap Up Party',"[b'Action', b'Adventure', b'Comedy', b'Fantasy']",[b'Gonzo'],"b'Kusuba, Kouzou'",None,b'Game',"b'Nagasaku, Tomokatsu'",None,b'PG-13 - Teens 13 or older'
1893,6.73,b'Azuki-chan',"[b'Comedy', b'Romance', b'Slice of Life']",[b'Madhouse'],"b'Ikezoe, Takahiro'","b'Akimoto, Yasushi'",b'Manga',None,"b'Tsuji, Yo'",b'G - All Ages'
37990,6.73,b'Gurazeni Season 2',"[b'Comedy', b'Drama', b'Sports']",[b'Studio Deen'],"b'Kojima, Masayuki'","b'Moritaka, Yuuji'",b'Manga',None,None,b'PG-13 - Teens 13 or older'
41623,6.73,b'Isekai Maou to Shoukan Shoujo no Dorei Majutsu \xce\xa9',"[b'Comedy', b'Fantasy', b'Ecchi']","[b'Tezuka Productions', b'Okuruto Noboru']",b'Rintaro',"b'Murasaki, Yukiya'",b'Light novel',"b'Takahashi, Nagisa'","b'Katou, Yuusuke'",b'PG-13 - Teens 13 or older'
33018,6.73,b'Katsugeki/Touken Ranbu',"[b'Action', b'Fantasy']",[b'ufotable'],None,b'DMM Games',b'Game',"b'Ujiie, Akio'","b'Yamashita, Yousuke'",b'PG-13 - Teens 13 or older'
2039,6.73,b'Mahou no Yousei Persia',[b'Comedy'],[b'Studio Pierrot'],"b'Kuwahara, Satoshi'",b'Nitroplus',b'Original',"b'Watanabe, Kouji'","b'Fukasawa, Hideyuki'",b'PG - Children'
25939,6.73,b'Mahou Shoujo Lyrical Nanoha ViVid',"[b'Action', b'Adventure']",[b'A-1 Pictures'],"b'Shirai, Toshiyuki'","b'Aonuma, Takako'",b'Manga',"b'Yamauchi, Rena'","b'Makaino, Kouji'",b'PG-13 - Teens 13 or older'
1502,6.73,b'Mahou Shoujo Pretty Sammy (1996)',"[b'Comedy', b'Fantasy']",[b'AIC'],"b'Annou, Takashi'","b'Tsuzuki, Masaki'",b'Unknown',"b'Yonemoto, Nana'","b'Chujo, Misa'",b'PG - Children'
273,6.73,b'Mahoutsukai ni Taisetsu na Koto',"[b'Drama', b'Slice of Life']",[b'J.C.Staff'],"b'Katayama, Kazuyoshi'",None,b'Manga',None,"b'Suo, Yoshikazu'",b'PG-13 - Teens 13 or older'
2576,6.72,b'Araiguma Rascal',"[b'Drama', b'Slice of Life']",[b'Nippon Animation'],"b'Itou, Yuuki'","b'Yamada, Norie'",b'Book',None,"b'Haketa, Takefumi'",b'G - All Ages'
36483,6.72,b'B-Project: Zecchou*Emotion',[],[b'Bandai Namco Pictures'],"b'Akiyama, Katsuhito'",None,b'Music',None,"b'Watanabe, Takeo'",b'PG-13 - Teens 13 or older'
38940,6.72,b'Cop Craft',"[b'Action', b'Fantasy', b'Sci-Fi']",[b'Millepensee'],"b'Shimoda, Masami'","b'Shikura, Chiyomaru'",b'Light novel',None,"b'Nakanishi, Ryousuke'",b'R - 17+ (violence & profanity)'
3116,6.72,b'Dash! Yonkurou',"[b'Action', b'Sports']",[],"b'Endou, Masaharu'","b'Gatoh, Shoji'",b'Manga',"b'Kawashima, Keiko'","b'Iwasaki, Taku'",b'G - All Ages'
37982,6.72,b'Domestic na Kanojo',"[b'Drama', b'Romance']",[b'Diomed\xc3\xa9a'],"b'Koshi, Shigeo'",None,b'Manga',None,None,b'R+ - Mild Nudity'
6055,6.72,b'F',[b'Sports'],[b'Studio Deen'],"b'Saitou, Hiroshi'",None,b'Manga',"b'Kawashima, Hisashi'",None,b'PG-13 - Teens 13 or older'
41911,6.72,b'Hanyou no Yashahime: Sengoku Otogizoushi',"[b'Action', b'Adventure', b'Comedy', b'Fantasy', b'Supernatural']",[b'Sunrise'],"b'Moriwaki, Makoto'","b'Sasuga, Kei'",b'Original',"b'Yasuda, Takahiro'","b'Kouda, Masato'",b'PG-13 - Teens 13 or older'
12461,6.72,b'Hiiro no Kakera',"[b'Fantasy', b'Romance', b'Supernatural']",[b'Studio Deen'],"b'Itagaki, Shin'","b'Rokuda, Noboru'",b'Visual novel',None,None,b'PG-13 - Teens 13 or older'
6509,6.72,b'Kiteretsu Daihyakka',"[b'Comedy', b'Drama', b'Slice of Life']",[b'Gallop'],None,None,b'Manga',None,"b'Wada, Kaoru'",b'PG - Children'
4050,6.72,b'Kouchuu Ouja Mushiking: Mori no Tami no Densetsu',[b'Fantasy'],[b'TMS Entertainment'],None,b'Idea Factory',b'Card game',None,"b'Itou, Masumi'",b'G - All Ages'
41833,6.73,b'Kyuuketsuki Sugu Shinu',"[b'Comedy', b'Supernatural']",[b'Madhouse'],"b'Ibata, Shouta'",None,b'Manga',"b'Kohara, Makoto'",None,b'PG-13 - Teens 13 or older'
10213,6.72,b'Maji de Watashi ni Koi Shinasai!',"[b'Comedy', b'Romance', b'Ecchi']",[b'Lerche'],"b'Mashimo, Kouichi'",None,b'Visual novel',None,None,b'PG-13 - Teens 13 or older'
3425,6.72,b'Meiken Lassie',"[b'Adventure', b'Slice of Life']",[b'Nippon Animation'],"b'Satou, Teruo'",None,b'Novel',None,"b'Wada, Kaoru'",b'G - All Ages'
26351,6.72,b'Nagato Yuki-chan no Shoushitsu',"[b'Comedy', b'Romance', b'Slice of Life']",[b'Satelight'],"b'Shirahata, Nobuo'","b'Bonnoki, Itaru'",b'Manga',"b'Onda, Naoyuki'","b'Takahashi, Ryou'",b'PG-13 - Teens 13 or older'
1882,6.72,b'Sasami: Mahou Shoujo Club 2',[b'Fantasy'],"[b'AIC Spirits', b'BeSTACK']",None,b'Minato Soft',b'Unknown',None,"b'Nakanishi, Ryousuke'",b'PG - Children'
33668,6.72,b'Soushin Shoujo Matoi',[b'Supernatural'],[b'White Fox'],None,None,b'Original',None,None,b'PG-13 - Teens 13 or older'
2965,6.72,b'Suteki Tantei Labyrinth',"[b'Mystery', b'Sci-Fi']",[b'Studio Deen'],"b'Yamauchi, Shigeyasu'","b'Tanigawa, Nagaru'",b'Manga',"b'Yoda, Masahiko'","b'Katou, Tatsuya'",b'PG-13 - Teens 13 or older'
21881,6.72,b'Sword Art Online II',"[b'Action', b'Adventure', b'Fantasy', b'Romance']",[b'A-1 Pictures'],"b'Koujina, Hiroshi'",None,b'Light novel',"b'Nakano, Mayuko'","b'McFarland, Mike'",b'PG-13 - Teens 13 or older'
18121,6.72,b'Teekyuu 2',"[b'Comedy', b'Sports']",[b'MAPPA'],"b'Motonaga, Keitarou'",None,b'Manga',"b'Watanabe, Mayumi'","b'Tada, Akifumi'",b'PG-13 - Teens 13 or older'
21639,6.72,b'Yu\xe2\x98\x86Gi\xe2\x98\x86Oh! Arc-V',"[b'Action', b'Fantasy']",[b'Gallop'],"b'Katabuchi, Sunao'","b'Manjou, Meito'",b'Manga',None,"b'Katou, Tatsuya'",b'PG-13 - Teens 13 or older'
5249,6.71,b'Mitsume ga Tooru',[b'Adventure'],[b'Tezuka Productions'],"b'Wada, Junichi'","b'Kawahara, Reki'",b'Manga',"b'Imanishi, Tooru'","b'Haneoka, Kei'",b'G - All Ages'
2231,6.71,b'Miyuki',[b'Romance'],[],"b'Takamoto, Norihiro'","b'Terada, Tsugeo'",b'Manga',"b'Hara, Shoji'","b'Kajiura, Yuki'",b'PG-13 - Teens 13 or older'
37487,6.71,b'Muhyo to Rouji no Mahouritsu Soudan Jimusho',"[b'Action', b'Comedy', b'Drama', b'Mystery', b'Supernatural']",[b'Studio Deen'],"b'Sakoi, Masayuki'","b'Takahashi, Kazuki'",b'Manga',"b'Hara, Masaharu'",None,b'PG-13 - Teens 13 or older'
2826,6.71,b'Oz no Mahoutsukai (1986)',"[b'Adventure', b'Fantasy']","[b'Panmedia', b'Meruhensha']","b'Watanabe, Hiroshi'","b'Tezuka, Osamu'",b'Book',"b'Toda, Mai'","b'Nakagawa, Koutarou'",b'G - All Ages'
4332,6.71,b'Seigi wo Aisuru Mono Gekkou Kamen',"[b'Action', b'Mystery']",[b'Knack Productions'],"b'Itou, Tomohiko'","b'Adachi, Mitsuru'",b'Unknown',"b'Akiyama, Yukiko'","b'Watanabe, Toshiyuki'",b'PG-13 - Teens 13 or older'
5940,6.71,b'Seiken no Blacksmith',"[b'Action', b'Adventure', b'Fantasy']",[b'Manglobe'],"b'Itagaki, Shin'","b'Nishi, Yoshiyuki'",b'Light novel',"b'Adachi, Shingo'","b'Amano, Masamichi'",b'R+ - Mild Nudity'
7845,6.71,b'Seton Doubutsuki',"[b'Adventure', b'Fantasy']",[],"b'Ono, Katsumi'","b'Baum, Lyman Frank'",b'Unknown',"b'Yamashita, Yuu'","b'Kawasaki, Ryou'",b'G - All Ages'
4810,6.71,b'Shinzou Ningen Casshern',"[b'Action', b'Adventure', b'Sci-Fi']",[b'Tatsunoko Production'],"b'Ueda, Hidehito'",None,b'Original',None,"b'Hisaishi, Joe'",b'PG-13 - Teens 13 or older'
605,6.71,b'Tenshi ni Narumon!',"[b'Comedy', b'Fantasy', b'Romance']",[b'Studio Pierrot'],"b'Nishikubo, Mizuho'","b'Miura, Isao'",b'Original',None,None,b'PG-13 - Teens 13 or older'
1703,6.71,b'Tokyo Tribe 2',"[b'Action', b'Drama']",[b'Madhouse'],"b'Kondou, Nobuhiro'",None,b'Unknown',"b'Udagawa, Kazuhiko'","b'Terashima, Tamiya'",b'R+ - Mild Nudity'
1218,6.71,b'Tonagura!',"[b'Comedy', b'Drama', b'Romance', b'Ecchi']",[b'Daume'],"b'Saitou, Hiroshi'",None,b'Manga',None,None,b'PG-13 - Teens 13 or older'
447,6.71,b'Wei\xc3\x9f Kreuz',"[b'Action', b'Drama']","[b'Plum', b'Magic Bus']",None,None,b'Original',"b'Matsushita, Hiromi'","b'Kikuchi, Shunsuke'",b'PG-13 - Teens 13 or older'
13029,6.71,b'Arashi no Yoru ni: Himitsu no Tomodachi',"[b'Adventure', b'Drama']",[b'Sparky Animation'],"b'Hidaka, Masamitsu'","b'Inoue, Santa'",b'Book',"b'Tadano, Kazuko'","b'Suo, Yoshikazu'",b'G - All Ages'
296,6.71,b'Dragon Drive',"[b'Action', b'Adventure', b'Comedy', b'Fantasy', b'Sci-Fi']",[b'Madhouse'],"b'Shirato, Takeshi'","b'Kakei, Hidetaka'",b'Manga',None,None,b'PG - Children'
1599,6.71,"b""Eat-Man '98""","[b'Action', b'Adventure', b'Sci-Fi']",[b'Studio Deen'],"b'Sasagawa, Hiroshi'","b'Koyasu, Takehito'",b'Manga',None,"b'Kikuya, Tomoki'",b'PG-13 - Teens 13 or older'
7619,6.71,b'Gegege no Kitarou (1996)',"[b'Adventure', b'Supernatural']",[b'Toei Animation'],"b'Nishikiori, Hiroshi'","b'Kimura, Yuuichi'",b'Manga',None,None,b'G - All Ages'
318,6.71,b'Hand Maid May',"[b'Comedy', b'Romance', b'Sci-Fi', b'Ecchi']","[b'TNK', b'Production Reed']","b'Satou, Tatsuo'","b'Kimura, Yuuichi'",b'Original',None,None,b'PG-13 - Teens 13 or older'
17919,6.71,b'Houkago no Pleiades (TV)',[],[b'Gainax'],None,None,b'Original',None,"b'Mitsumune, Shinkichi'",b'PG-13 - Teens 13 or older'
2038,6.71,b'Mahou no Star Magical Emi',"[b'Comedy', b'Slice of Life']",[b'Studio Pierrot'],"b'Egami, Kiyoshi'","b'Yoshitomi, Akihito'",b'Original',None,None,b'G - All Ages'
37964,6.71,b'Mayonaka no Occult Koumuin',"[b'Fantasy', b'Mystery', b'Supernatural']",[b'LIDENFILMS'],"b'Oobari, Masami'","b'Mizuki, Shigeru'",b'Manga',"b'Yamauchi, Cindy'","b'Wada, Kaoru'",b'PG-13 - Teens 13 or older'
1533,6.7,b'Ai Tenshi Densetsu Wedding Peach',"[b'Adventure', b'Comedy', b'Romance']",[b'OLM'],"b'Amino, Tetsuro'",None,b'Manga',"b'Ochi, Shinji'","b'Masuda, Toshio'",b'G - All Ages'
2964,6.7,b'Blue Drop: Tenshi-tachi no Gikyoku',"[b'Drama', b'Girls Love', b'Sci-Fi']","[b'BeSTACK', b'Asahi Production']","b'Kawase, Toshifumi'",None,b'Manga',"b'Yanagisawa, Tetsuya'","b'Hamaguchi, Shirou'",b'PG-13 - Teens 13 or older'
1123,6.7,b'Bouken Ou Beet Excellion',"[b'Adventure', b'Fantasy', b'Supernatural']",[b'Toei Animation'],"b'Kawase, Toshifumi'",None,b'Manga',None,None,b'PG - Children'
37476,6.7,b'Cardfight!! Vanguard (2018)',[b'Action'],[b'OLM'],"b'Nishio, Daisuke'",None,b'Original',None,None,b'PG-13 - Teens 13 or older'
16355,6.7,b'Dansai Bunri no Crime Edge',"[b'Action', b'Fantasy', b'Romance']",[b'Studio Gokumi'],"b'Kimura, Shinichiro'","b'Tamotsu, Youko'",b'Manga',None,"b'Call, Evan'",b'R - 17+ (violence & profanity)'
8536,6.7,b'Fortune Arterial: Akai Yakusoku',"[b'Comedy', b'Romance', b'Supernatural']","[b'feel.', b'Zexcs']","b'Saeki, Shouji'","b'Tomita, Sukehiro'",b'Visual novel',None,None,b'PG-13 - Teens 13 or older'
19067,6.71,b'Future Card Buddyfight',[],"[b'Xebec', b'OLM']",None,"b'Yazawa, Nao'",b'Card game',None,None,b'PG - Children'
43229,6.7,b'Godzilla: S.P',"[b'Action', b'Mystery', b'Sci-Fi']","[b'Bones', b'Orange']",None,"b'Yoshitomi, Akihito'",b'Original',"b'Ootsuka, Mai'","b'Takaki, Hiroshi'",b'PG-13 - Teens 13 or older'
39417,6.7,b'Granbelm',[b'Fantasy'],[b'Nexus'],"b'Watanabe, Tetsuya'",None,b'Original',None,"b'Miyakoda, Kazushi'",b'PG-13 - Teens 13 or older'
